1,18
1,8
1,7
1,11
1,6
1,13
1,10
1,15
1,20
2,6
2,21
3,8
3,11
3,2
3,19
3,15
4,16
4,4
4,7
4,6
4,19
4,12
4,10
4,15
5,8
5,3
5,11
5,1
5,19
5,5
5,17
5,12
5,13
5,10
6,16
6,11
6,2
6,19
6,12
6,10
6,14
6,20
7,16
7,18
7,3
7,7
7,5
7,19
7,17
7,14
7,20
8,5
8,18
10,7
10,1
10,20
11,19
11,2
11,15
11,18
12,4
12,18
12,3
12,7
12,21
12,9
12,1
12,5
12,19
12,12
12,13
12,10
13,2
13,9
15,16
15,10
15,2
16,5
16,4
16,8
17,16
17,4
17,8
17,11
17,6
17,9
17,19
17,17
17,13
17,14
17,20
18,16
18,4
18,8
18,3
18,11
18,2
18,1
18,21
18,5
18,17
18,10
18,15
18,14
18,20
19,16
19,8
19,3
19,11
19,7
19,6
19,1
19,21
19,5
19,12
19,10
19,14
20,16
20,4
20,8
20,3
20,6
20,1
20,9
20,5
20,17
20,10
20,15
20,14
20,20
21,6
21,18
22,4
22,3
22,8
22,9
22,5
22,17
22,12
22,10
22,20
23,18
23,17
23,8
23,13
24,11
24,6
24,21
24,9
24,19
24,10
24,20
25,16
25,18
25,7
25,11
25,2
25,1
25,5
25,17
25,13
26,7
26,4
26,17
26,3
27,8
27,7
27,2
27,6
27,1
27,17
27,13
28,5
28,16
28,4
29,4
29,20
30,15
30,9
30,21
30,14
31,8
31,3
31,21
31,9
31,15
32,16
32,8
32,3
32,7
32,1
32,9
32,13
32,14
33,6
34,11
34,7
34,8
35,16
35,4
35,6
35,5
35,19
35,17
35,13
35,15
35,14
35,20
36,18
36,4
36,8
36,3
36,11
36,2
36,6
36,21
36,9
36,5
36,17
36,12
36,10
36,14
37,10
37,16
37,18
37,2
38,10
38,3
39,18
39,4
39,3
39,11
39,7
39,2
39,5
39,17
39,13
39,10
39,15
40,16
40,18
40,11
40,9
40,19
40,12
41,6
41,17
42,18
42,4
42,21
43,21
43,12
44,11
44,19
45,16
45,18
45,7
45,11
45,2
45,6
45,21
45,19
45,17
45,12
45,13
45,10
45,20
46,8
47,2
47,17
47,1
47,12
48,4
48,3
48,11
48,7
48,2
48,1
48,21
48,17
48,10
48,20
49,4
49,18
49,8
49,2
49,19
49,17
49,10
50,3
50,8
50,7
50,2
50,1
50,9
50,5
50,19
50,12
50,10
50,15
50,14
51,7
51,15
51,8
51,20
52,11
52,9
52,19
52,17
52,10
52,14
53,5
54,16
54,4
54,18
54,8
54,3
54,2
54,21
54,1
54,17
54,12
54,15
55,16
55,18
55,4
55,3
55,8
55,7
55,6
55,21
55,9
55,13
55,20
57,16
57,18
57,8
57,3
57,7
57,2
57,6
57,1
57,19
57,13
57,10
57,14
57,20
58,10
58,18
59,5
60,7
60,17
60,1
61,4
61,18
61,3
61,2
61,6
61,9
61,5
61,12
61,13
61,15
61,20
62,16
62,18
62,8
62,7
62,11
62,2
62,6
62,21
62,19
62,13
62,10
62,20
63,4
63,3
63,11
63,2
63,19
63,5
63,10
63,15
64,16
64,4
64,8
64,9
64,5
64,19
64,10
64,15
64,14
64,20
65,11
65,6
66,17
67,4
67,11
67,7
67,1
67,13
67,14
67,20
68,18
68,4
68,3
68,11
68,7
68,2
68,21
68,9
68,19
68,5
68,13
68,15
69,16
69,18
69,4
69,2
69,6
69,21
69,9
69,1
69,12
69,13
69,15
69,14
70,16
70,3
70,11
70,2
70,6
70,21
70,9
70,5
70,17
70,13
70,10
70,15
70,14
71,21
71,4
71,17
71,13
72,16
72,8
72,3
72,6
72,21
72,9
72,19
72,10
72,15
73,4
73,3
73,2
73,6
73,21
73,9
73,19
73,5
73,12
73,14
74,7
75,4
75,18
75,3
75,11
75,2
75,6
75,21
75,9
75,12
75,10
75,15
75,14
76,11
76,14
76,7
76,8
77,16
77,4
77,8
77,3
77,6
77,21
77,1
77,19
77,5
77,13
77,10
77,15
77,14
77,20
78,4
78,7
78,11
78,21
78,9
78,5
78,19
78,17
78,10
78,15
78,14
79,4
79,11
79,2
79,6
79,1
79,10
79,14
80,7
80,21
80,9
80,12
80,10
80,20
81,4
81,11
81,2
81,19
81,13
82,4
82,8
82,3
82,2
82,6
82,21
82,5
82,19
82,12
82,10
82,15
82,14
82,20
83,16
83,18
83,3
83,8
83,2
83,21
83,9
83,19
84,10
84,16
84,21
85,18
85,8
85,7
85,6
85,1
85,5
85,17
85,12
85,13
85,10
85,20
86,18
86,4
86,8
86,7
86,11
86,2
86,6
86,1
86,21
86,13
86,10
86,15
86,14
86,20
87,15
87,13
88,14
89,16
89,4
89,3
89,7
89,11
89,2
89,21
89,5
89,13
90,4
90,8
90,2
90,21
90,9
90,17
90,12
90,15
90,20
91,16
91,6
92,18
92,7
92,11
92,2
92,1
92,9
92,13
92,15
92,14
93,18
93,7
93,2
93,9
93,17
93,10
93,15
93,14
94,18
94,3
94,7
94,19
94,12
94,15
94,14
94,20
95,11
95,2
95,12
95,15
95,14
96,7
96,18
96,8
97,18
97,8
97,7
97,2
97,6
97,21
97,19
97,17
97,12
97,10
97,15
97,14
97,20
98,2
98,6
98,21
98,9
98,19
98,12
98,13
99,4
99,8
99,3
99,11
99,7
99,6
99,5
99,19
99,17
99,10
99,15
99,14
99,20
100,3
100,8
100,7
100,6
100,1
100,5
100,19
100,20
101,16
101,6
101,21
101,19
101,5
102,16
102,4
102,8
102,1
102,21
102,19
102,17
102,12
102,20
103,18
103,8
103,7
103,11
103,2
103,9
103,17
103,12
103,10
103,20
104,16
104,4
104,11
104,7
104,2
104,19
104,17
104,12
104,10
104,15
105,16
105,8
105,7
105,21
105,5
105,19
105,12
105,13
105,10
106,4
106,7
106,6
106,19
106,5
106,12
106,10
106,14
106,20
107,18
107,8
107,2
107,15
107,14
108,16
108,4
108,3
108,6
108,1
108,9
108,12
108,15
108,14
109,2
109,18
109,3
111,16
111,8
111,2
111,6
111,9
111,19
111,17
111,10
111,15
111,14
112,11
112,4
112,3
113,16
113,4
113,3
113,8
113,11
113,7
113,6
113,5
113,19
113,17
113,13
113,10
113,15
113,14
114,18
114,12
114,13
115,16
115,18
115,3
115,8
115,11
115,2
115,6
115,19
115,5
115,17
115,10
115,15
115,14
115,20
116,2
116,6
116,9
117,4
117,3
117,11
117,2
117,9
117,13
117,10
117,14
118,16
118,4
118,2
118,6
118,9
118,5
118,19
118,10
118,15
118,20
119,19
119,18
119,8
119,14
120,16
120,18
120,4
120,8
120,3
120,1
120,9
120,19
120,5
120,17
120,14
121,18
121,11
121,7
121,1
121,21
121,15
121,14
121,20
122,8
122,11
122,7
122,2
122,1
122,19
122,17
122,20
123,16
123,18
123,8
123,11
123,7
123,2
123,6
123,1
123,9
123,19
123,12
123,13
123,20
124,16
124,8
124,7
124,2
124,6
124,21
124,9
124,5
124,12
124,13
124,14
125,8
125,2
125,21
125,9
125,12
125,20
126,18
126,8
126,7
126,2
126,1
126,21
126,19
126,13
127,15
127,6
128,7
128,2
128,17
129,16
129,4
129,18
129,3
129,2
129,21
129,9
129,1
129,5
129,19
129,12
129,13
129,15
129,14
130,7
132,8
132,3
132,1
132,19
132,5
132,12
132,14
133,11
133,6
133,9
133,19
133,10
133,15
133,14
134,16
134,4
134,2
134,13
134,20
135,4
135,11
135,21
135,9
135,19
135,12
135,10
135,15
135,14
136,4
136,18
136,3
136,11
136,9
136,12
136,13
136,10
136,15
136,14
136,20
137,11
137,7
137,2
137,21
137,1
137,10
137,14
138,8
138,11
138,2
138,6
138,13
139,2
139,15
139,13
140,18
140,4
140,3
140,11
140,6
140,9
140,19
140,5
140,17
140,10
140,20
141,18
141,2
141,9
141,13
141,14
142,4
142,8
142,9
142,19
142,5
142,17
142,12
142,15
143,18
143,2
143,1
143,9
143,19
143,17
143,12
143,15
143,14
144,18
144,11
144,2
144,1
144,12
144,13
145,11
145,2
145,9
146,16
146,18
146,4
146,8
146,11
146,7
146,2
146,1
146,21
146,12
146,13
146,10
146,15
146,14
147,5
147,10
147,15
147,8
148,16
148,11
148,2
148,6
148,21
148,1
148,19
148,5
148,17
148,12
149,11
149,3
150,7
150,6
150,9
150,5
150,12
150,13
151,4
151,8
151,3
151,7
151,11
151,2
151,6
151,21
151,9
151,1
151,17
151,12
151,13
151,10
152,18
152,8
152,3
152,11
152,7
152,6
152,9
152,5
152,10
153,16
153,7
153,2
153,6
153,5
153,17
153,12
153,13
153,15
154,8
154,3
154,7
154,2
154,6
154,5
154,19
154,15
154,14
154,20
155,4
155,3
155,11
155,6
155,21
155,17
155,13
155,15
155,20
156,16
156,3
156,8
156,7
156,6
156,21
156,5
156,19
156,14
156,20
157,13
158,16
158,1
159,16
159,18
159,11
159,2
159,6
159,21
159,9
159,19
159,17
159,12
159,13
159,10
159,14
159,20
160,16
160,18
160,3
160,7
160,9
160,5
160,19
160,12
160,13
160,10
160,14
161,4
161,18
161,8
161,3
161,7
161,6
161,1
161,9
161,12
161,15
161,14
161,20
162,16
162,4
162,18
162,8
162,11
162,21
162,1
162,9
162,17
162,13
162,15
162,14
162,20
163,16
163,4
163,11
163,21
163,19
163,10
163,15
163,14
163,20
164,16
164,18
164,8
164,3
164,7
164,2
164,6
164,1
164,9
164,19
164,17
164,13
164,15
164,14
165,16
165,8
165,3
165,11
165,2
165,5
165,10
165,15
165,20
166,4
166,19
166,18
166,7
167,11
167,2
167,9
167,20
168,18
168,4
168,11
168,7
168,2
168,21
168,5
168,17
168,12
168,13
168,10
168,15
168,14
168,20
169,8
169,2
169,21
169,19
169,12
169,20
170,8
170,9
170,5
170,12
170,15
170,14
171,18
171,8
171,11
171,7
171,2
171,1
171,9
171,5
171,12
171,20
172,16
172,18
172,8
172,11
172,6
172,1
172,9
172,21
172,19
172,5
172,10
172,15
172,14
173,11
173,15
173,14
174,16
174,4
174,18
174,3
174,7
174,1
174,5
174,19
174,17
174,12
174,13
174,10
174,20
175,4
175,6
175,1
175,9
175,12
176,18
176,1
176,21
176,5
176,17
176,12
176,10
176,15
177,16
177,8
177,7
177,11
177,17
179,4
179,3
179,6
179,21
179,9
179,5
179,12
180,16
180,11
180,7
180,2
180,6
180,1
180,17
180,10
180,15
180,20
181,16
181,3
181,7
181,2
181,6
181,21
181,9
181,1
181,17
181,13
181,10
181,14
181,20
182,8
182,3
182,11
182,21
182,1
182,15
183,16
183,6
183,21
183,5
183,12
183,13
183,10
183,15
183,20
184,6
185,5
187,1
187,2
187,18
187,21
188,6
188,18
188,1
189,11
189,7
189,2
189,1
189,21
189,9
190,13
191,18
191,4
191,3
191,8
191,11
191,2
191,6
191,9
191,19
191,12
191,10
191,15
192,3
192,11
192,1
192,9
192,5
192,12
192,13
192,10
192,15
192,20
193,16
193,4
193,18
193,11
193,2
193,21
193,10
193,15
193,20
194,5
194,12
194,13
195,16
195,8
195,3
195,6
195,1
195,9
195,21
195,12
195,13
195,10
195,15
196,1
196,9
198,14
198,9
199,3
199,8
199,11
199,2
199,6
199,21
199,9
199,17
199,12
199,14
199,20
200,16
200,4
200,11
200,1
200,19
200,12
200,13
200,15
200,14
201,4
201,8
201,11
201,2
201,21
201,1
201,5
201,17
201,12
201,14
201,20
202,15
202,6
202,1
202,3
203,16
203,18
203,4
203,3
203,7
203,2
203,5
203,17
203,12
203,10
203,14
203,20
204,4
204,3
204,9
204,13
204,20
205,4
205,3
205,11
205,6
205,21
205,17
205,10
205,15
205,20
206,18
206,4
206,3
206,8
206,7
206,2
206,6
206,1
206,5
206,17
206,13
206,10
206,15
206,20
207,6
208,1
208,9
208,13
208,10
208,15
208,20
209,16
209,18
209,8
209,11
209,2
209,21
209,9
209,5
209,17
209,10
209,15
209,14
209,20
210,4
210,11
210,2
210,1
210,9
210,19
210,12
210,13
210,10
210,15
211,20
211,15
211,18
211,13
212,6
212,17
213,18
213,2
213,1
213,5
213,15
214,16
214,7
214,11
214,2
214,21
214,9
214,5
214,19
214,17
214,12
214,13
214,20
215,4
215,3
215,7
215,6
215,21
215,19
216,11
216,17
218,13
218,6
218,14
218,20
219,7
219,10
219,4
219,2
220,18
220,11
220,7
220,2
220,6
220,9
220,5
220,12
220,10
220,14
220,20
222,16
222,4
222,8
222,3
222,7
222,21
222,9
222,5
222,19
222,17
222,13
222,14
223,18
223,3
223,11
223,2
223,6
223,19
223,10
223,15
223,14
224,18
224,4
224,3
224,7
224,11
224,2
224,1
224,21
224,12
224,14
225,16
225,4
225,18
225,8
225,11
225,7
225,2
225,6
225,21
225,9
225,12
225,13
225,15
225,14
226,16
227,7
227,8
227,9
228,4
228,18
228,8
228,11
228,7
228,2
228,21
228,9
228,5
228,13
228,14
229,18
229,4
229,8
229,3
229,1
229,19
229,5
229,13
229,10
229,14
229,20
230,4
230,18
230,11
230,2
230,6
230,1
230,9
230,21
230,19
230,5
230,12
230,13
230,14
230,20
231,16
231,4
231,11
231,19
231,17
231,12
231,10
231,14
231,20
232,8
232,2
232,17
232,12
232,13
232,14
232,20
233,12
234,7
234,1
235,18
235,21
235,1
235,9
235,5
235,20
236,3
236,7
236,2
236,19
236,12
236,10
236,14
237,18
237,3
237,8
237,7
237,11
237,6
237,1
237,21
237,9
237,5
237,17
238,17
239,13
240,4
240,3
240,11
240,7
240,2
240,6
240,1
240,21
240,5
240,17
240,13
240,14
240,20
241,16
241,3
241,11
241,7
241,6
241,1
241,21
241,9
241,5
241,12
241,10
241,15
241,14
242,16
242,2
242,6
242,19
242,13
243,16
243,18
243,4
243,8
243,6
243,21
243,9
243,1
243,5
243,19
243,17
243,13
243,10
243,14
244,16
244,4
244,18
244,3
244,8
244,2
244,6
244,1
244,19
244,13
244,10
244,15
244,14
246,7
246,14
246,13
247,18
247,11
247,6
247,1
247,17
247,10
247,15
247,20
248,16
248,3
248,2
248,9
248,5
248,17
248,10
249,16
249,8
249,6
249,9
249,20
250,16
250,4
250,18
250,3
250,7
250,11
250,5
250,12
250,13
250,10
250,15
250,14
251,18
251,7
251,1
251,9
251,19
251,12
251,13
252,16
252,18
252,4
252,3
252,8
252,7
252,6
252,1
252,9
252,13
252,15
252,14
252,20
254,18
254,4
254,3
254,11
254,2
254,6
254,1
254,9
254,19
254,12
254,10
254,14
254,20
255,14
256,16
256,4
256,18
256,8
256,11
256,1
256,9
256,5
256,17
256,12
256,13
256,10
256,15
256,14
257,5
257,15
257,18
257,17
258,18
258,8
258,6
258,1
258,5
258,12
258,15
258,20
259,16
259,18
259,3
259,8
259,11
259,7
259,2
259,6
259,1
259,9
259,17
259,12
259,13
259,20
260,4
260,11
260,7
260,1
260,19
260,17
260,12
260,15
261,16
261,4
261,7
261,19
261,17
262,16
262,4
262,8
262,3
262,11
262,7
262,2
262,6
262,1
262,9
262,5
262,17
262,13
262,20
263,4
263,18
263,3
263,8
263,11
263,7
263,2
263,6
263,21
263,19
263,17
263,10
263,15
263,14
264,16
264,4
264,2
264,1
264,5
264,12
264,10
264,15
264,20
265,15
266,16
266,8
266,3
266,9
266,5
266,19
266,17
266,13
266,10
267,8
267,7
267,11
267,5
267,12
267,13
267,10
267,20
268,16
268,4
268,2
268,1
268,19
268,20
269,11
269,10
269,1
269,13
270,4
270,3
270,11
270,7
270,21
270,9
270,5
270,17
270,12
270,13
270,14
270,20
271,16
272,16
272,18
272,4
272,8
272,7
272,2
272,1
272,21
272,15
272,14
272,20
273,16
273,8
273,7
273,2
273,17
273,15
273,14
273,20
274,2
274,6
274,21
274,1
274,9
274,12
275,6
275,8
276,18
276,11
276,7
276,6
276,1
276,9
276,5
276,17
276,12
276,15
276,14
276,20
277,20
278,7
278,1
278,5
278,19
278,13
278,14
278,20
279,18
279,11
279,1
279,5
279,19
280,3
280,11
280,2
280,1
280,21
280,9
280,10
280,15
280,14
280,20
281,16
281,4
281,8
281,7
281,2
281,9
281,19
281,5
281,17
281,12
281,13
281,10
281,15
281,14
283,4
283,8
283,2
283,6
283,1
283,9
283,19
283,5
283,17
283,12
283,13
283,15
283,14
283,20
284,16
284,18
284,4
284,8
284,3
284,7
284,6
284,1
284,19
284,5
284,17
284,13
284,10
284,14
285,7
285,17
285,12
286,16
286,4
286,6
286,17
286,15
288,18
288,4
288,8
288,11
288,6
288,1
288,9
288,19
288,5
288,17
288,13
288,15
288,14
288,20
289,21
289,9
290,7
290,11
290,2
290,12
290,13
290,10
290,15
290,14
290,20
292,15
292,3
293,18
293,3
293,1
293,5
293,13
293,10
293,14
293,20
294,16
294,3
294,11
294,6
294,21
294,19
294,17
294,13
294,15
294,14
294,20
295,16
295,18
295,8
295,11
295,7
295,1
295,19
295,5
295,17
295,12
295,13
295,10
295,14
295,20
296,7
296,19
296,17
296,14
297,12
297,13
298,7
298,2
298,6
298,9
299,16
299,21
300,5
300,19
300,1
301,2
301,13
303,18
303,4
303,8
303,11
303,21
303,19
303,12
303,13
303,10
303,14
304,18
304,7
304,6
304,21
304,9
304,17
304,10
304,14
304,20
305,3
305,8
305,11
305,2
305,6
305,1
305,5
305,12
305,15
305,20
306,10
306,16
306,9
307,3
307,8
307,6
307,1
307,17
307,12
307,13
307,10
308,19
308,4
308,17
308,8
309,4
309,18
309,2
309,6
309,5
309,17
309,12
309,13
310,8
310,11
310,1
310,9
310,17
310,13
310,10
310,15
311,4
311,8
311,11
311,7
311,6
311,21
311,5
312,16
312,18
312,4
312,7
312,11
312,21
312,9
312,19
312,17
312,12
312,13
312,10
312,14
312,20
313,4
313,18
313,3
313,21
313,5
313,15
313,14
314,5
314,20
315,3
315,7
315,6
315,10
315,15
315,14
316,21
317,2
317,4
317,9
317,3
318,11
318,15
318,6
319,10
322,18
322,7
322,21
322,19
322,12
322,20
323,18
323,4
323,8
323,11
323,7
323,6
323,1
323,9
323,21
323,5
323,19
323,13
323,10
323,14
324,16
324,18
324,7
324,9
324,12
324,13
324,10
324,15
324,14
325,3
325,8
325,2
325,6
325,9
325,19
325,5
325,10
325,20
326,4
326,11
326,7
326,13
326,10
327,16
327,7
327,11
327,2
327,21
327,9
327,1
327,19
327,17
327,13
327,15
327,14
327,20
328,11
328,5
328,16
328,15
329,4
329,3
329,11
329,21
329,9
329,5
329,19
329,13
329,15
331,4
331,8
331,11
331,7
331,2
331,6
331,21
331,9
331,1
331,5
331,17
331,10
332,4
332,7
332,2
332,1
332,9
332,5
332,19
332,15
332,14
333,12
334,16
334,4
334,3
334,7
334,11
334,21
334,5
334,17
334,12
334,13
334,10
334,15
334,14
334,20
336,16
336,18
336,3
336,21
336,9
336,17
336,12
336,13
336,15
337,5
337,16
337,15
338,6
338,1
339,16
339,4
339,3
339,11
339,6
339,1
339,21
339,17
339,13
339,15
339,14
340,18
340,8
340,7
340,21
340,19
340,17
340,12
340,10
340,15
341,15
341,14
341,9
342,16
342,4
342,3
342,2
342,1
342,9
342,19
342,12
342,13
343,16
